fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2020-09-05,59.0,1328.0,147.0,0,809.0,27.0,85.0,66.0,20.0
2020-09-06,41.0,1248.0,98.0,1,1321.0,25.0,148.0,26.0,33.0
2020-09-07,38.0,1200.0,69.0,0,273.0,59.0,130.0,17.0,26.0
2020-09-08,44.0,1289.0,78.0,0,2043.0,55.0,186.0,62.0,26.0
2020-09-09,51.0,1221.0,134.0,0,957.0,86.0,396.0,99.0,39.0
2020-09-10,61.0,1277.0,71.0,1,1797.0,8.0,264.0,54.0,36.0
2020-09-11,47.0,1344.0,53.0,1,1864.0,80.0,361.0,30.0,32.0
2020-09-12,36.0,1420.0,112.0,1,657.0,43.0,430.0,55.0,25.0
2020-09-13,42.0,1217.0,143.0,1,580.0,67.0,158.0,27.0,19.0
2020-09-14,43.0,1253.0,41.0,0,770.0,47.0,459.0,74.0,29.0
2020-09-15,58.0,1170.0,59.0,1,1928.0,71.0,408.0,99.0,32.0
2020-09-16,49.0,1245.0,126.0,0,900.0,77.0,278.0,90.0,40.0
2020-09-17,48.0,1247.0,150.0,0,498.0,83.0,104.0,73.0,31.0
2020-09-18,36.0,1212.0,148.0,1,796.0,38.0,239.0,33.0,24.0
2020-09-19,55.0,1219.0,63.0,0,782.0,33.0,396.0,66.0,34.0
2020-09-20,43.0,1305.0,145.0,0,300.0,4.0,457.0,26.0,26.0
2020-09-21,50.0,1352.0,136.0,0,776.0,6.0,98.0,56.0,29.0
2020-09-22,47.0,1232.0,121.0,0,1806.0,2.0,337.0,36.0,29.0
2020-09-23,39.0,1164.0,65.0,1,1964.0,39.0,272.0,46.0,13.0
2020-09-24,38.0,1250.0,65.0,0,1065.0,80.0,359.0,65.0,30.0
2020-09-25,44.0,1343.0,44.0,1,1006.0,40.0,24.0,43.0,34.0
2020-09-26,49.0,1382.0,146.0,0,1407.0,87.0,378.0,67.0,37.0
2020-09-27,55.0,1311.0,148.0,0,406.0,35.0,254.0,69.0,33.0
2020-09-28,46.0,1176.0,65.0,1,1772.0,74.0,311.0,25.0,12.0
2020-09-29,42.0,1324.0,84.0,1,380.0,56.0,62.0,83.0,32.0
2020-09-30,40.0,1289.0,104.0,0,650.0,31.0,322.0,52.0,38.0
2020-10-01,51.0,1176.0,61.0,0,368.0,59.0,63.0,13.0,23.0
2020-10-02,56.0,1089.0,95.0,0,1899.0,77.0,297.0,46.0,32.0
2020-10-03,52.0,1441.0,95.0,1,1257.0,2.0,412.0,68.0,38.0
2020-10-04,57.0,1215.0,83.0,0,1425.0,43.0,75.0,14.0,30.0
2020-10-05,58.0,1375.0,75.0,0,1289.0,49.0,375.0,49.0,23.0
2020-10-06,53.0,1237.0,106.0,1,1023.0,75.0,6.0,33.0,29.0
2020-10-07,59.0,1169.0,131.0,1,2053.0,28.0,411.0,59.0,38.0
2020-10-08,59.0,1310.0,64.0,0,1937.0,67.0,23.0,86.0,33.0
2020-10-09,45.0,1242.0,121.0,0,540.0,72.0,409.0,56.0,39.0
2020-10-10,51.0,1322.0,81.0,1,713.0,77.0,138.0,40.0,34.0
2020-10-11,53.0,1149.0,59.0,1,1647.0,68.0,346.0,66.0,14.0
2020-10-12,43.0,1357.0,61.0,0,1132.0,39.0,41.0,65.0,30.0
2020-10-13,53.0,1298.0,37.0,0,255.0,30.0,346.0,59.0,30.0
2020-10-14,56.0,1358.0,79.0,0,1349.0,48.0,226.0,101.0,14.0
2020-10-15,46.0,1282.0,147.0,0,1196.0,63.0,178.0,39.0,18.0
2020-10-16,58.0,1208.0,61.0,1,1633.0,6.0,286.0,79.0,18.0
2020-10-17,60.0,1310.0,76.0,0,1721.0,70.0,75.0,89.0,17.0
2020-10-18,46.0,1274.0,99.0,1,1663.0,49.0,215.0,72.0,16.0
2020-10-19,46.0,1185.0,96.0,0,1940.0,35.0,65.0,59.0,28.0
2020-10-20,49.0,1289.0,131.0,1,957.0,61.0,282.0,29.0,16.0
2020-10-21,47.0,1210.0,96.0,0,1327.0,90.0,202.0,23.0,18.0
2020-10-22,45.0,1276.0,31.0,0,281.0,55.0,116.0,68.0,24.0
2020-10-23,48.0,1237.0,75.0,0,604.0,19.0,32.0,88.0,17.0
2020-10-24,61.0,1201.0,106.0,1,1319.0,20.0,313.0,39.0,26.0
2020-10-25,55.0,1184.0,81.0,0,2062.0,95.0,364.0,30.0,27.0
2020-10-26,58.0,1300.0,59.0,0,1866.0,9.0,457.0,56.0,4.0
2020-10-27,55.0,1371.0,81.0,1,218.0,53.0,116.0,71.0,6.0
2020-10-28,47.0,1277.0,123.0,1,1396.0,45.0,424.0,47.0,32.0
2020-10-29,42.0,1379.0,37.0,1,708.0,27.0,463.0,36.0,24.0
2020-10-30,44.0,1271.0,112.0,0,1606.0,53.0,253.0,67.0,27.0
2020-10-31,35.0,1189.0,88.0,0,763.0,57.0,156.0,23.0,31.0
2020-11-01,38.0,1380.0,80.0,1,1721.0,3.0,72.0,56.0,14.0
2020-11-02,52.0,1294.0,70.0,1,240.0,24.0,400.0,44.0,21.0
2020-11-03,52.0,1189.0,94.0,1,324.0,10.0,419.0,20.0,21.0
2020-11-04,48.0,1186.0,78.0,0,1212.0,49.0,50.0,20.0,20.0
2020-11-05,56.0,1338.0,85.0,1,1500.0,65.0,443.0,82.0,16.0
2020-11-06,53.0,1195.0,142.0,1,1461.0,19.0,459.0,29.0,13.0
2020-11-07,44.0,1282.0,56.0,0,1773.0,14.0,429.0,19.0,29.0
2020-11-08,59.0,1264.0,65.0,1,1762.0,19.0,331.0,58.0,1.0
2020-11-09,56.0,1267.0,94.0,0,1354.0,14.0,258.0,58.0,29.0
2020-11-10,58.0,1226.0,121.0,0,832.0,37.0,192.0,83.0,25.0
2020-11-11,42.0,1245.0,76.0,1,1418.0,76.0,53.0,33.0,32.0
2020-11-12,42.0,1179.0,124.0,1,1268.0,33.0,102.0,104.0,18.0
2020-11-13,61.0,1384.0,103.0,1,1978.0,26.0,91.0,53.0,34.0
2020-11-14,60.0,1259.0,43.0,0,882.0,10.0,111.0,56.0,27.0
2020-11-15,60.0,1230.0,70.0,1,2004.0,71.0,329.0,23.0,26.0
2020-11-16,52.0,1305.0,39.0,1,1380.0,7.0,211.0,68.0,23.0
2020-11-17,40.0,1175.0,53.0,1,1545.0,1.0,466.0,73.0,19.0
2020-11-18,52.0,1326.0,50.0,0,2051.0,30.0,163.0,61.0,28.0
2020-11-19,61.0,1335.0,47.0,1,968.0,35.0,393.0,65.0,23.0
2020-11-20,53.0,1277.0,73.0,0,1695.0,63.0,91.0,41.0,39.0
2020-11-21,53.0,1227.0,57.0,1,660.0,36.0,455.0,69.0,24.0
2020-11-22,41.0,1231.0,80.0,1,1493.0,34.0,457.0,69.0,28.0
2020-11-23,52.0,1350.0,149.0,1,1724.0,47.0,118.0,67.0,24.0
2020-11-24,53.0,1240.0,39.0,0,285.0,63.0,97.0,17.0,33.0
2020-11-25,50.0,1275.0,81.0,1,1756.0,14.0,375.0,44.0,19.0
2020-11-26,52.0,1218.0,136.0,1,702.0,80.0,335.0,31.0,13.0
2020-11-27,44.0,1099.0,60.0,0,1147.0,40.0,409.0,75.0,23.0
2020-11-28,47.0,1331.0,45.0,1,720.0,36.0,366.0,45.0,23.0
2020-11-29,50.0,1422.0,36.0,0,1602.0,32.0,175.0,98.0,22.0
2020-11-30,45.0,1337.0,64.0,0,1252.0,7.0,451.0,53.0,32.0
2020-12-01,51.0,1227.0,144.0,1,1085.0,26.0,351.0,47.0,23.0
2020-12-02,41.0,1203.0,129.0,1,1614.0,67.0,183.0,50.0,15.0
2020-12-03,51.0,1274.0,41.0,1,760.0,74.0,56.0,83.0,13.0
2020-12-04,44.0,1304.0,34.0,1,856.0,32.0,224.0,49.0,19.0
2020-12-05,63.0,1315.0,56.0,0,225.0,36.0,182.0,54.0,20.0
2020-12-06,45.0,1282.0,139.0,0,1752.0,74.0,93.0,92.0,29.0
2020-12-07,49.0,1209.0,45.0,0,2000.0,51.0,283.0,52.0,28.0
2020-12-08,50.0,1219.0,100.0,1,1446.0,61.0,298.0,46.0,19.0
2020-12-09,52.0,1163.0,65.0,1,1047.0,61.0,306.0,46.0,11.0
2020-12-10,50.0,1262.0,139.0,0,293.0,9.0,400.0,64.0,25.0
2020-12-11,31.0,1220.0,89.0,1,1964.0,48.0,217.0,60.0,24.0
2020-12-12,43.0,1238.0,41.0,1,862.0,18.0,148.0,69.0,16.0
2020-12-13,60.0,1297.0,124.0,1,1011.0,63.0,193.0,34.0,28.0
2020-12-14,52.0,1350.0,136.0,0,821.0,54.0,464.0,77.0,19.0
2020-12-15,52.0,1268.0,82.0,0,1564.0,54.0,408.0,82.0,22.0
2020-12-16,49.0,1219.0,72.0,0,1079.0,44.0,21.0,46.0,23.0
2020-12-17,54.0,1361.0,129.0,1,1689.0,20.0,434.0,70.0,24.0
2020-12-18,57.0,1236.0,119.0,0,283.0,55.0,15.0,30.0,20.0
2020-12-19,54.0,1087.0,126.0,1,538.0,68.0,389.0,70.0,19.0
2020-12-20,42.0,1236.0,141.0,1,1655.0,54.0,67.0,37.0,23.0
2020-12-21,67.0,1213.0,92.0,1,1601.0,77.0,311.0,71.0,26.0
2020-12-22,46.0,1248.0,40.0,0,871.0,79.0,423.0,53.0,29.0
2020-12-23,44.0,1264.0,115.0,1,1796.0,42.0,377.0,64.0,29.0
2020-12-24,43.0,1220.0,104.0,1,1184.0,44.0,443.0,84.0,17.0
2020-12-25,47.0,1235.0,144.0,1,864.0,87.0,53.0,49.0,27.0
2020-12-26,35.0,1261.0,99.0,0,696.0,43.0,463.0,70.0,32.0
2020-12-27,43.0,1120.0,33.0,0,1398.0,64.0,318.0,74.0,22.0
2020-12-28,56.0,1284.0,89.0,1,1240.0,33.0,72.0,28.0,15.0
2020-12-29,53.0,1238.0,90.0,1,1975.0,94.0,239.0,38.0,21.0
2020-12-30,53.0,1172.0,131.0,0,1557.0,55.0,149.0,42.0,29.0
2020-12-31,43.0,1140.0,51.0,0,2037.0,76.0,334.0,60.0,29.0
2021-01-01,58.0,1278.0,44.0,1,1864.0,94.0,437.0,56.0,23.0
2021-01-02,50.0,1339.0,52.0,1,1741.0,37.0,247.0,26.0,28.0
2021-01-03,53.0,1242.0,147.0,0,935.0,98.0,304.0,73.0,30.0
2021-01-04,49.0,1142.0,96.0,1,1159.0,99.0,419.0,63.0,32.0
2021-01-05,60.0,1179.0,131.0,1,515.0,1.0,249.0,46.0,10.0
2021-01-06,39.0,1309.0,112.0,0,616.0,55.0,415.0,23.0,25.0
2021-01-07,59.0,1127.0,51.0,1,1054.0,89.0,59.0,74.0,12.0
2021-01-08,51.0,1190.0,110.0,1,632.0,47.0,309.0,40.0,15.0
2021-01-09,40.0,1354.0,51.0,1,1823.0,42.0,451.0,49.0,19.0
2021-01-10,64.0,1420.0,89.0,0,370.0,69.0,246.0,78.0,31.0
2021-01-11,52.0,1214.0,57.0,0,736.0,68.0,273.0,50.0,16.0
2021-01-12,56.0,1227.0,108.0,1,340.0,7.0,307.0,33.0,14.0
2021-01-13,53.0,1257.0,117.0,0,1188.0,73.0,83.0,47.0,35.0
2021-01-14,44.0,1208.0,151.0,1,1843.0,82.0,132.0,67.0,35.0
2021-01-15,57.0,1367.0,44.0,1,1923.0,65.0,217.0,55.0,23.0
2021-01-16,44.0,1329.0,101.0,1,1148.0,59.0,357.0,57.0,32.0
2021-01-17,35.0,1211.0,67.0,0,486.0,99.0,167.0,2.0,19.0
2021-01-18,46.0,1140.0,133.0,0,825.0,71.0,190.0,63.0,38.0
2021-01-19,50.0,1226.0,76.0,1,1724.0,44.0,313.0,74.0,14.0
2021-01-20,56.0,1164.0,66.0,0,776.0,41.0,113.0,45.0,21.0
2021-01-21,47.0,1162.0,140.0,0,899.0,39.0,93.0,28.0,17.0
2021-01-22,42.0,1228.0,77.0,0,1583.0,46.0,117.0,96.0,23.0
2021-01-23,53.0,1266.0,115.0,1,1116.0,65.0,104.0,40.0,27.0
2021-01-24,62.0,1276.0,121.0,0,1282.0,34.0,145.0,104.0,16.0
2021-01-25,54.0,1274.0,47.0,1,1525.0,58.0,355.0,45.0,19.0
2021-01-26,54.0,1242.0,142.0,0,1854.0,3.0,391.0,67.0,30.0
2021-01-27,56.0,1347.0,72.0,0,489.0,1.0,396.0,23.0,24.0
2021-01-28,47.0,1249.0,78.0,1,1352.0,29.0,348.0,59.0,10.0
2021-01-29,50.0,1188.0,120.0,1,1037.0,44.0,289.0,40.0,25.0
2021-01-30,64.0,1215.0,79.0,0,965.0,49.0,14.0,49.0,14.0
2021-01-31,55.0,1315.0,79.0,1,1650.0,34.0,329.0,71.0,17.0
2021-02-01,52.0,1244.0,113.0,1,1108.0,86.0,363.0,56.0,41.0
2021-02-02,41.0,1182.0,142.0,0,1914.0,64.0,30.0,85.0,28.0
2021-02-03,52.0,1191.0,105.0,0,1113.0,30.0,133.0,89.0,12.0
2021-02-04,49.0,1346.0,67.0,1,544.0,22.0,30.0,65.0,14.0
2021-02-05,58.0,1241.0,141.0,1,1854.0,1.0,58.0,38.0,22.0
2021-02-06,52.0,1269.0,93.0,0,213.0,5.0,256.0,61.0,17.0
2021-02-07,48.0,1354.0,142.0,0,671.0,77.0,150.0,63.0,9.0
2021-02-08,51.0,1249.0,113.0,0,2088.0,90.0,390.0,10.0,29.0
2021-02-09,61.0,1322.0,101.0,0,221.0,8.0,296.0,9.0,23.0
2021-02-10,52.0,1200.0,57.0,1,1394.0,47.0,459.0,63.0,21.0
2021-02-11,46.0,1245.0,130.0,0,240.0,67.0,246.0,88.0,9.0
2021-02-12,34.0,1305.0,72.0,0,1494.0,67.0,80.0,89.0,26.0
2021-02-13,53.0,1197.0,103.0,0,603.0,84.0,50.0,47.0,13.0
2021-02-14,58.0,1237.0,134.0,1,1462.0,79.0,17.0,69.0,30.0
2021-02-15,51.0,1291.0,93.0,0,567.0,50.0,78.0,57.0,24.0
2021-02-16,43.0,1350.0,50.0,1,838.0,97.0,114.0,63.0,21.0
2021-02-17,60.0,1372.0,121.0,0,1388.0,50.0,114.0,11.0,25.0
2021-02-18,41.0,1371.0,61.0,0,837.0,59.0,311.0,98.0,2.0
2021-02-19,54.0,1170.0,51.0,0,244.0,80.0,455.0,110.0,20.0
2021-02-20,51.0,1340.0,105.0,1,1240.0,27.0,260.0,86.0,25.0
2021-02-21,57.0,1308.0,105.0,0,295.0,79.0,81.0,72.0,18.0
2021-02-22,51.0,1315.0,98.0,1,1982.0,19.0,217.0,60.0,30.0
2021-02-23,51.0,1211.0,91.0,1,2083.0,59.0,221.0,56.0,29.0
2021-02-24,47.0,1200.0,84.0,1,2089.0,34.0,144.0,18.0,16.0
2021-02-25,50.0,1255.0,56.0,0,446.0,10.0,340.0,65.0,8.0
2021-02-26,46.0,1243.0,140.0,0,1803.0,82.0,367.0,82.0,27.0
2021-02-27,54.0,1306.0,90.0,0,1218.0,77.0,434.0,60.0,34.0
2021-02-28,47.0,1374.0,51.0,1,1405.0,94.0,164.0,58.0,22.0
2021-03-01,54.0,1205.0,98.0,1,964.0,85.0,23.0,53.0,22.0
2021-03-02,62.0,1198.0,151.0,1,1824.0,20.0,391.0,56.0,34.0
2021-03-03,39.0,1418.0,131.0,0,1494.0,9.0,212.0,68.0,30.0
2021-03-04,48.0,1281.0,122.0,0,957.0,7.0,108.0,39.0,20.0
2021-03-05,41.0,1298.0,130.0,0,624.0,3.0,211.0,37.0,17.0
2021-03-06,47.0,1226.0,41.0,1,408.0,87.0,352.0,86.0,24.0
2021-03-07,46.0,1245.0,122.0,0,1153.0,97.0,108.0,57.0,36.0
2021-03-08,59.0,1298.0,102.0,1,680.0,32.0,367.0,41.0,25.0
2021-03-09,51.0,1219.0,59.0,0,1204.0,40.0,58.0,46.0,19.0
2021-03-10,47.0,1375.0,101.0,1,1654.0,66.0,99.0,74.0,20.0
2021-03-11,41.0,1221.0,94.0,1,1181.0,86.0,111.0,96.0,18.0
2021-03-12,63.0,1268.0,63.0,0,1827.0,31.0,249.0,111.0,17.0
2021-03-13,53.0,1132.0,42.0,0,1297.0,24.0,422.0,24.0,38.0
2021-03-14,52.0,1263.0,88.0,0,2050.0,81.0,268.0,22.0,36.0
2021-03-15,53.0,1241.0,151.0,0,396.0,8.0,150.0,12.0,29.0
2021-03-16,56.0,1292.0,64.0,0,1147.0,62.0,138.0,44.0,22.0
2021-03-17,58.0,1284.0,94.0,1,875.0,69.0,82.0,102.0,25.0
2021-03-18,69.0,1198.0,139.0,0,501.0,62.0,403.0,55.0,28.0
2021-03-19,47.0,1194.0,152.0,1,1779.0,30.0,292.0,30.0,19.0
2021-03-20,55.0,1305.0,126.0,0,1596.0,87.0,323.0,22.0,33.0
2021-03-21,56.0,1241.0,57.0,0,1793.0,56.0,228.0,84.0,18.0
2021-03-22,38.0,1210.0,108.0,0,838.0,3.0,47.0,68.0,38.0
2021-03-23,49.0,1172.0,45.0,1,1992.0,74.0,10.0,41.0,17.0
2021-03-24,61.0,1260.0,87.0,1,1013.0,44.0,97.0,67.0,25.0
2021-03-25,54.0,1273.0,81.0,1,680.0,51.0,282.0,78.0,16.0
2021-03-26,48.0,1316.0,39.0,1,524.0,22.0,440.0,78.0,8.0
2021-03-27,63.0,1360.0,44.0,0,741.0,34.0,118.0,84.0,27.0
2021-03-28,59.0,1202.0,34.0,0,598.0,38.0,358.0,33.0,22.0
2021-03-29,42.0,1294.0,117.0,1,365.0,77.0,419.0,70.0,36.0
2021-03-30,44.0,1318.0,131.0,1,849.0,77.0,145.0,32.0,12.0
2021-03-31,61.0,1230.0,78.0,1,770.0,59.0,446.0,20.0,30.0
2021-04-01,44.0,1280.0,113.0,1,1121.0,9.0,318.0,31.0,32.0
2021-04-02,46.0,1284.0,48.0,1,1437.0,26.0,119.0,36.0,25.0
2021-04-03,48.0,1341.0,32.0,1,650.0,86.0,408.0,80.0,36.0
2021-04-04,52.0,1297.0,108.0,0,1765.0,59.0,375.0,91.0,34.0
2021-04-05,51.0,1248.0,87.0,0,490.0,82.0,184.0,37.0,27.0
2021-04-06,57.0,1210.0,93.0,1,447.0,52.0,385.0,67.0,32.0
2021-04-07,37.0,1227.0,106.0,1,507.0,85.0,114.0,50.0,34.0
2021-04-08,48.0,1482.0,100.0,0,1217.0,20.0,80.0,43.0,22.0
2021-04-09,45.0,1424.0,148.0,1,837.0,80.0,94.0,39.0,38.0
2021-04-10,46.0,1352.0,141.0,0,522.0,37.0,418.0,48.0,37.0
2021-04-11,46.0,1364.0,143.0,1,716.0,7.0,9.0,48.0,26.0
2021-04-12,47.0,1321.0,47.0,1,1677.0,60.0,47.0,77.0,28.0
2021-04-13,52.0,1134.0,79.0,0,812.0,7.0,440.0,81.0,35.0
2021-04-14,46.0,1247.0,88.0,1,2055.0,28.0,350.0,65.0,29.0
2021-04-15,32.0,1294.0,51.0,1,1685.0,62.0,99.0,72.0,24.0
2021-04-16,37.0,1307.0,129.0,1,625.0,44.0,271.0,59.0,26.0
2021-04-17,44.0,1259.0,64.0,1,1042.0,38.0,118.0,40.0,19.0
2021-04-18,56.0,1155.0,134.0,0,371.0,19.0,30.0,81.0,45.0
2021-04-19,33.0,1283.0,53.0,0,1779.0,91.0,82.0,77.0,11.0
2021-04-20,54.0,1254.0,110.0,1,405.0,28.0,427.0,48.0,7.0
2021-04-21,44.0,1272.0,43.0,1,1291.0,50.0,331.0,55.0,42.0
2021-04-22,46.0,1409.0,75.0,0,1361.0,25.0,87.0,57.0,23.0
2021-04-23,39.0,1346.0,37.0,0,401.0,38.0,94.0,10.0,28.0
2021-04-24,58.0,1301.0,94.0,1,526.0,43.0,153.0,14.0,24.0
2021-04-25,56.0,1287.0,111.0,1,1862.0,36.0,201.0,45.0,34.0
2021-04-26,54.0,1215.0,126.0,0,1847.0,53.0,134.0,61.0,48.0
2021-04-27,47.0,1489.0,54.0,1,1733.0,92.0,340.0,36.0,27.0
2021-04-28,30.0,1293.0,33.0,1,323.0,70.0,444.0,59.0,24.0
2021-04-29,47.0,1263.0,120.0,0,1222.0,60.0,30.0,77.0,45.0
2021-04-30,53.0,1354.0,88.0,0,493.0,93.0,301.0,25.0,35.0
2021-05-01,49.0,1219.0,101.0,1,1739.0,7.0,295.0,71.0,19.0
2021-05-02,52.0,1328.0,63.0,1,460.0,68.0,215.0,69.0,20.0
2021-05-03,49.0,1233.0,84.0,1,928.0,76.0,92.0,52.0,32.0
2021-05-04,39.0,1230.0,37.0,0,493.0,59.0,428.0,38.0,34.0
2021-05-05,46.0,1211.0,138.0,0,2009.0,21.0,334.0,49.0,25.0
2021-05-06,47.0,1103.0,103.0,1,1578.0,20.0,368.0,113.0,38.0
2021-05-07,39.0,1263.0,103.0,0,1907.0,65.0,311.0,63.0,14.0
2021-05-08,43.0,1279.0,56.0,0,829.0,86.0,166.0,76.0,24.0
2021-05-09,49.0,1242.0,122.0,0,373.0,26.0,450.0,76.0,21.0
2021-05-10,47.0,1259.0,145.0,0,2001.0,27.0,163.0,65.0,50.0
2021-05-11,38.0,1221.0,124.0,0,1309.0,53.0,414.0,53.0,38.0
2021-05-12,46.0,1259.0,62.0,0,1846.0,84.0,103.0,81.0,22.0
2021-05-13,56.0,1240.0,128.0,1,1514.0,90.0,234.0,67.0,29.0
2021-05-14,37.0,1323.0,148.0,0,1671.0,19.0,32.0,77.0,29.0
2021-05-15,44.0,1166.0,103.0,1,231.0,93.0,463.0,10.0,35.0
2021-05-16,55.0,1320.0,69.0,0,1378.0,50.0,255.0,31.0,37.0
2021-05-17,45.0,1388.0,75.0,1,269.0,83.0,144.0,25.0,35.0
2021-05-18,47.0,1259.0,82.0,1,2035.0,4.0,316.0,26.0,28.0
2021-05-19,52.0,1251.0,90.0,1,997.0,21.0,8.0,63.0,24.0
2021-05-20,53.0,1240.0,151.0,0,486.0,15.0,164.0,42.0,14.0
2021-05-21,48.0,1249.0,86.0,0,1537.0,76.0,135.0,80.0,39.0
2021-05-22,47.0,1338.0,65.0,1,749.0,100.0,295.0,39.0,26.0
2021-05-23,52.0,1270.0,31.0,1,1081.0,27.0,185.0,39.0,20.0
2021-05-24,57.0,1238.0,85.0,0,651.0,34.0,319.0,45.0,24.0
2021-05-25,46.0,1203.0,138.0,1,1563.0,63.0,441.0,78.0,22.0
2021-05-26,37.0,1128.0,117.0,1,1325.0,99.0,408.0,53.0,22.0
2021-05-27,46.0,1284.0,64.0,0,1257.0,96.0,333.0,19.0,36.0
2021-05-28,47.0,1298.0,102.0,0,587.0,57.0,251.0,47.0,31.0
2021-05-29,50.0,1254.0,110.0,1,1423.0,42.0,306.0,57.0,41.0
2021-05-30,32.0,1138.0,106.0,0,1506.0,63.0,210.0,39.0,47.0
2021-05-31,41.0,1235.0,121.0,1,1915.0,22.0,407.0,57.0,28.0
2021-06-01,38.0,1351.0,90.0,0,1378.0,54.0,148.0,84.0,34.0
2021-06-02,30.0,1181.0,135.0,0,1323.0,5.0,9.0,76.0,37.0
2021-06-03,42.0,1253.0,136.0,0,1404.0,7.0,7.0,85.0,39.0
2021-06-04,48.0,1266.0,105.0,1,1489.0,72.0,249.0,80.0,20.0
2021-06-05,41.0,1299.0,60.0,1,211.0,97.0,213.0,43.0,33.0
2021-06-06,53.0,1267.0,45.0,1,1944.0,21.0,91.0,47.0,12.0
2021-06-07,37.0,1283.0,137.0,0,1553.0,79.0,89.0,47.0,24.0
2021-06-08,59.0,1300.0,73.0,1,1927.0,86.0,269.0,37.0,32.0
2021-06-09,48.0,1164.0,59.0,0,1923.0,57.0,356.0,71.0,32.0
2021-06-10,45.0,1220.0,108.0,0,1814.0,11.0,185.0,39.0,17.0
2021-06-11,39.0,1343.0,47.0,0,849.0,94.0,212.0,49.0,21.0
2021-06-12,43.0,1332.0,135.0,0,393.0,92.0,82.0,37.0,29.0
2021-06-13,50.0,1286.0,32.0,1,1358.0,56.0,414.0,74.0,19.0
2021-06-14,42.0,1206.0,111.0,1,224.0,90.0,268.0,62.0,25.0
2021-06-15,57.0,1377.0,36.0,0,1272.0,36.0,62.0,35.0,36.0
2021-06-16,45.0,1159.0,73.0,0,1924.0,86.0,302.0,56.0,27.0
2021-06-17,45.0,1105.0,43.0,0,1650.0,21.0,166.0,69.0,35.0
2021-06-18,58.0,1202.0,108.0,1,631.0,66.0,457.0,57.0,29.0
2021-06-19,32.0,1222.0,127.0,0,1501.0,17.0,440.0,39.0,39.0
2021-06-20,44.0,1458.0,58.0,0,775.0,97.0,96.0,26.0,26.0
2021-06-21,43.0,1339.0,94.0,0,259.0,58.0,297.0,19.0,33.0
2021-06-22,44.0,1241.0,83.0,1,2034.0,96.0,306.0,24.0,24.0
2021-06-23,57.0,1281.0,33.0,0,1539.0,9.0,125.0,44.0,30.0
2021-06-24,49.0,1249.0,92.0,0,461.0,76.0,322.0,68.0,38.0
2021-06-25,42.0,1168.0,84.0,0,478.0,59.0,45.0,46.0,14.0
2021-06-26,44.0,1318.0,108.0,0,1750.0,20.0,252.0,42.0,39.0
2021-06-27,50.0,1205.0,101.0,1,1973.0,85.0,203.0,57.0,35.0
2021-06-28,53.0,1113.0,123.0,0,788.0,72.0,412.0,41.0,47.0
2021-06-29,36.0,1340.0,38.0,0,2064.0,52.0,30.0,60.0,33.0
2021-06-30,49.0,1277.0,97.0,0,1071.0,36.0,405.0,35.0,47.0
2021-07-01,37.0,1285.0,115.0,1,1871.0,87.0,190.0,40.0,36.0
2021-07-02,36.0,1309.0,115.0,0,1595.0,14.0,362.0,85.0,31.0
2021-07-03,42.0,1051.0,72.0,1,1354.0,44.0,363.0,54.0,35.0
2021-07-04,47.0,1059.0,55.0,1,1860.0,82.0,205.0,39.0,22.0
2021-07-05,52.0,1164.0,83.0,0,1246.0,90.0,23.0,100.0,28.0
2021-07-06,54.0,1247.0,107.0,0,1814.0,5.0,342.0,67.0,21.0
2021-07-07,47.0,1215.0,57.0,0,1031.0,64.0,347.0,43.0,19.0
2021-07-08,46.0,1316.0,61.0,0,339.0,24.0,406.0,33.0,30.0
2021-07-09,76.0,1279.0,67.0,1,1217.0,60.0,439.0,55.0,27.0
2021-07-10,43.0,1205.0,36.0,0,737.0,38.0,173.0,76.0,34.0
2021-07-11,47.0,1339.0,50.0,0,1184.0,7.0,338.0,51.0,19.0
2021-07-12,44.0,1349.0,111.0,1,1646.0,28.0,243.0,54.0,30.0
2021-07-13,45.0,1171.0,90.0,1,845.0,1.0,169.0,43.0,38.0
2021-07-14,33.0,1313.0,130.0,0,629.0,47.0,129.0,41.0,20.0
2021-07-15,44.0,1155.0,62.0,1,672.0,87.0,247.0,21.0,17.0
2021-07-16,43.0,1329.0,90.0,1,1279.0,55.0,439.0,62.0,30.0
2021-07-17,28.0,1262.0,105.0,1,363.0,18.0,319.0,38.0,21.0
2021-07-18,34.0,1269.0,40.0,0,935.0,23.0,17.0,36.0,16.0
2021-07-19,40.0,1171.0,135.0,0,446.0,6.0,148.0,102.0,41.0
2021-07-20,42.0,1346.0,46.0,0,448.0,27.0,402.0,3.0,20.0
2021-07-21,45.0,1321.0,110.0,1,2071.0,67.0,24.0,75.0,22.0
2021-07-22,46.0,1282.0,55.0,0,466.0,56.0,233.0,65.0,29.0
2021-07-23,39.0,1156.0,31.0,1,1579.0,98.0,321.0,49.0,42.0
2021-07-24,50.0,1308.0,136.0,1,1207.0,95.0,88.0,63.0,35.0
2021-07-25,56.0,1245.0,57.0,1,1009.0,85.0,105.0,71.0,10.0
2021-07-26,51.0,1212.0,130.0,1,1843.0,99.0,424.0,47.0,22.0
2021-07-27,54.0,1406.0,33.0,0,417.0,5.0,136.0,31.0,19.0
