Tipo_Prenda,Genero,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesion,Genero_Incluyente,Calidad
Falda,Dama,Verde,Deportivo,Marca B,532.19,40,26,65,Ingeniería,HombreMujer,Mala
Vestido,Caballero,Rojo,Casual,Marca D,572.94,43,20,60,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Caballero,Negro,Casual,Marca A,914.35,29,24,64,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Amarillo,Formal,Marca C,632.9,28,28,38,Artes,Mujer,Regular
Camisa,Caballero,Negro,Formal,Marca B,1663.86,40,34,63,Ingeniería,HombreMujer,Mala
Vestido,Caballero,Verde,Casual,Marca C,1664.54,30,18,26,Educación,HombreMujer,Regular
Chaqueta,Dama,Amarillo,Casual,Marca B,1516.79,28,14,46,Educación,Hombre,Regular
Chaqueta,Dama,Amarillo,Deportivo,Marca D,1981.41,28,15,67,Medicina,Mujer,Mala
Chaqueta,Caballero,Amarillo,Casual,Marca D,1330.37,32,43,39,Medicina,HombreMujer,Buena
Pantalón,Dama,Amarillo,Casual,Marca B,1200.7,36,8,50,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Dama,Azul,Formal,Marca B,524.06,32,38,50,Artes,Hombre,Buena
Otros,Caballero,Azul,Formal,Marca B,1769.16,29,41,55,Ciencias Sociales y Humanidades,Mujer,Mala
Otros,Dama,Rojo,Formal,Marca A,1311.67,34,8,23,Ingeniería,HombreMujer,Regular
Chaqueta,Caballero,Amarillo,Deportivo,Marca D,1703.9,28,28,52,Medicina,HombreMujer,Buena
Camisa,Caballero,Blanco,Deportivo,Marca D,1331.43,40,13,26,Medicina,Mujer,Buena
Camisa,Caballero,Amarillo,Deportivo,Marca C,1969.13,42,12,23,Ingeniería,Mujer,Mala
Vestido,Caballero,Verde,Formal,Marca B,1455.79,29,38,68,Medicina,HombreMujer,Buena
Otros,Caballero,Negro,Formal,Marca A,1944.04,36,49,38,Artes,HombreMujer,Buena
Pantalón,Caballero,Negro,Deportivo,Marca C,1296.23,35,4,57,Ingeniería,Mujer,Mala
Pantalón,Caballero,Azul,Casual,Marca D,516.28,42,37,42,Artes,HombreMujer,Regular
Pantalón,Caballero,Rojo,Formal,Marca B,866.39,32,35,66,Medicina,Hombre,Buena
Pantalón,Dama,Azul,Formal,Marca B,800.84,38,19,67,Ingeniería,Hombre,Regular
Pantalón,Caballero,Verde,Formal,Marca C,879.69,32,40,24,Artes,Mujer,Buena
Camisa,Dama,Negro,Casual,Marca C,797.23,30,0,34,Medicina,Mujer,Mala
Chaqueta,Caballero,Blanco,Casual,Marca D,1463.7,43,10,45,Medicina,Hombre,Regular
Otros,Dama,Negro,Casual,Marca D,1135.0,34,12,52,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Dama,Blanco,Formal,Marca D,1590.49,28,45,53,Ingeniería,Mujer,Mala
Vestido,Dama,Azul,Casual,Marca C,1399.26,44,35,65,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Caballero,Verde,Deportivo,Marca D,1998.78,41,13,36,Artes,HombreMujer,Regular
Camisa,Caballero,Rojo,Formal,Marca D,1101.23,36,12,20,Educación,HombreMujer,Mala
Falda,Dama,Negro,Casual,Marca D,1918.33,43,45,21,Medicina,Hombre,Regular
Pantalón,Dama,Verde,Formal,Marca B,1368.53,37,41,41,Medicina,Mujer,Buena
Vestido,Dama,Negro,Casual,Marca C,1087.47,41,48,55,Educación,Mujer,Regular
Falda,Dama,Verde,Deportivo,Marca A,856.05,36,44,45,Artes,Hombre,Mala
Chaqueta,Dama,Amarillo,Deportivo,Marca B,598.58,43,15,33,Educación,Hombre,Regular
Chaqueta,Dama,Rojo,Formal,Marca C,1169.59,28,39,66,Ingeniería,Hombre,Buena
Otros,Caballero,Amarillo,Deportivo,Marca A,1108.89,35,3,54,Medicina,HombreMujer,Buena
Otros,Dama,Rojo,Casual,Marca B,1636.82,37,36,63,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Blanco,Casual,Marca D,596.87,44,9,34,Medicina,Mujer,Regular
Pantalón,Caballero,Amarillo,Deportivo,Marca B,1197.5,42,17,63,Ingeniería,HombreMujer,Mala
Vestido,Caballero,Amarillo,Formal,Marca B,1609.25,44,36,25,Medicina,Hombre,Mala
Falda,Dama,Negro,Casual,Marca A,922.71,30,11,64,Artes,Hombre,Buena
Camisa,Dama,Amarillo,Casual,Marca C,702.73,41,6,21,Medicina,Hombre,Mala
Vestido,Caballero,Verde,Formal,Marca D,732.26,33,50,56,Ingeniería,Hombre,Buena
Pantalón,Caballero,Negro,Formal,Marca A,759.67,44,8,34,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Dama,Blanco,Formal,Marca C,1228.48,28,46,56,Artes,Hombre,Regular
Otros,Caballero,Rojo,Deportivo,Marca C,1522.57,34,34,21,Medicina,HombreMujer,Regular
Otros,Dama,Amarillo,Formal,Marca B,1461.52,30,47,56,Artes,Hombre,Mala
Otros,Dama,Rojo,Casual,Marca A,1318.42,36,23,27,Medicina,HombreMujer,Mala
Falda,Dama,Rojo,Deportivo,Marca D,1133.03,30,35,56,Educación,Hombre,Mala
Otros,Caballero,Verde,Casual,Marca D,969.33,42,50,70,Ingeniería,Hombre,Mala
Otros,Caballero,Azul,Deportivo,Marca C,1785.5,28,41,38,Artes,Mujer,Buena
Otros,Caballero,Negro,Deportivo,Marca A,1261.41,46,35,53,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Dama,Negro,Deportivo,Marca A,1972.26,38,3,37,Ciencias Sociales y Humanidades,Hombre,Regular
Otros,Dama,Verde,Deportivo,Marca B,1965.24,40,37,48,Artes,Mujer,Buena
Chaqueta,Dama,Rojo,Deportivo,Marca D,1468.66,43,15,36,Ingeniería,Hombre,Buena
Otros,Caballero,Amarillo,Formal,Marca C,1859.75,31,36,21,Ciencias Sociales y Humanidades,Hombre,Mala
Otros,Dama,Negro,Casual,Marca A,1586.19,29,40,23,Artes,Mujer,Regular
Camisa,Dama,Rojo,Casual,Marca B,1331.71,34,43,56,Medicina,Mujer,Buena
Otros,Caballero,Negro,Casual,Marca D,639.98,42,27,19,Medicina,HombreMujer,Mala
Chaqueta,Dama,Blanco,Deportivo,Marca D,663.53,41,48,48,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Amarillo,Deportivo,Marca C,1455.36,46,29,35,Artes,HombreMujer,Mala
Chaqueta,Caballero,Negro,Deportivo,Marca C,579.73,39,23,55,Ingeniería,Hombre,Regular
Chaqueta,Caballero,Verde,Formal,Marca C,1662.11,28,15,42,Medicina,Hombre,Mala
Falda,Dama,Blanco,Deportivo,Marca B,1664.32,45,24,31,Educación,HombreMujer,Mala
Camisa,Dama,Negro,Casual,Marca C,1321.85,32,20,18,Ciencias Sociales y Humanidades,HombreMujer,Mala
Otros,Dama,Negro,Formal,Marca A,1028.48,28,31,40,Artes,Mujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca A,1455.57,32,32,18,Artes,Mujer,Mala
Otros,Dama,Verde,Formal,Marca D,1744.21,29,34,18,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Caballero,Amarillo,Formal,Marca B,1192.35,36,28,21,Artes,HombreMujer,Mala
Falda,Caballero,Rojo,Deportivo,Marca B,972.35,34,35,42,Ingeniería,Mujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca B,1712.25,33,2,30,Ingeniería,Mujer,Mala
Otros,Dama,Azul,Deportivo,Marca B,948.92,41,35,69,Medicina,HombreMujer,Mala
Pantalón,Caballero,Azul,Formal,Marca C,1947.88,35,50,58,Medicina,Mujer,Buena
Vestido,Dama,Amarillo,Deportivo,Marca B,1606.0,44,25,65,Ingeniería,HombreMujer,Buena
Pantalón,Dama,Azul,Formal,Marca C,1037.82,31,16,63,Ingeniería,HombreMujer,Mala
Vestido,Dama,Negro,Formal,Marca A,1874.39,36,26,27,Ingeniería,HombreMujer,Regular
Pantalón,Caballero,Verde,Formal,Marca B,1381.15,35,39,34,Ingeniería,HombreMujer,Mala
Camisa,Caballero,Negro,Formal,Marca C,519.71,39,21,50,Medicina,Mujer,Buena
Otros,Dama,Negro,Formal,Marca C,1141.53,40,23,69,Ingeniería,HombreMujer,Buena
Falda,Caballero,Amarillo,Casual,Marca C,1982.69,29,13,51,Artes,Hombre,Buena
Pantalón,Caballero,Negro,Deportivo,Marca C,1243.47,37,38,23,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Caballero,Azul,Deportivo,Marca B,961.17,43,34,59,Educación,Mujer,Buena
Camisa,Caballero,Azul,Casual,Marca D,585.28,35,17,21,Artes,Mujer,Buena
Vestido,Caballero,Blanco,Casual,Marca D,885.49,42,48,67,Artes,Hombre,Buena
Chaqueta,Caballero,Rojo,Casual,Marca D,848.43,36,6,44,Ingeniería,Mujer,Regular
Otros,Dama,Blanco,Formal,Marca B,900.82,44,14,39,Educación,Hombre,Mala
Otros,Caballero,Verde,Casual,Marca A,1513.16,41,1,63,Ciencias Sociales y Humanidades,HombreMujer,Regular
Pantalón,Dama,Rojo,Casual,Marca A,1636.74,28,17,28,Ingeniería,HombreMujer,Buena
Chaqueta,Dama,Negro,Deportivo,Marca B,1985.62,29,34,62,Artes,Hombre,Mala
Camisa,Caballero,Amarillo,Casual,Marca D,572.16,35,37,27,Medicina,Hombre,Mala
Camisa,Caballero,Blanco,Formal,Marca C,1256.77,45,47,64,Medicina,HombreMujer,Regular
Chaqueta,Caballero,Azul,Deportivo,Marca C,1635.95,30,7,49,Ciencias Sociales y Humanidades,Mujer,Regular
Chaqueta,Caballero,Negro,Casual,Marca B,1056.56,35,1,32,Artes,HombreMujer,Mala
Chaqueta,Caballero,Blanco,Casual,Marca B,978.27,32,49,45,Educación,HombreMujer,Mala
Pantalón,Dama,Blanco,Formal,Marca D,1829.93,40,15,51,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Caballero,Amarillo,Casual,Marca B,1160.68,28,27,52,Artes,HombreMujer,Regular
Vestido,Caballero,Azul,Deportivo,Marca D,518.07,28,8,36,Medicina,Mujer,Mala
Falda,Caballero,Verde,Formal,Marca C,566.22,34,26,28,Educación,Hombre,Buena
Chaqueta,Caballero,Blanco,Casual,Marca D,1328.58,31,28,29,Ingeniería,Mujer,Regular
Camisa,Dama,Rojo,Deportivo,Marca A,721.97,34,32,37,Medicina,HombreMujer,Mala
Vestido,Dama,Amarillo,Deportivo,Marca A,1056.61,38,4,32,Ingeniería,HombreMujer,Mala
Chaqueta,Dama,Azul,Deportivo,Marca A,1493.55,38,27,21,Artes,Mujer,Mala
Vestido,Dama,Negro,Casual,Marca D,1878.52,44,11,38,Medicina,Mujer,Regular
Vestido,Dama,Azul,Casual,Marca B,522.25,37,33,49,Artes,Mujer,Regular
Chaqueta,Dama,Negro,Formal,Marca C,616.47,40,8,34,Medicina,HombreMujer,Regular
Chaqueta,Caballero,Blanco,Casual,Marca D,1537.5,43,50,49,Ingeniería,HombreMujer,Mala
Falda,Dama,Blanco,Deportivo,Marca C,1065.91,31,48,44,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca B,1037.96,42,38,69,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Amarillo,Casual,Marca A,1612.53,39,15,65,Medicina,HombreMujer,Regular
Camisa,Dama,Verde,Deportivo,Marca A,701.97,32,31,60,Artes,Mujer,Regular
Camisa,Dama,Rojo,Formal,Marca D,1058.68,28,1,45,Ciencias Sociales y Humanidades,Mujer,Buena
Falda,Caballero,Verde,Casual,Marca D,876.12,42,27,69,Medicina,Hombre,Mala
Otros,Dama,Rojo,Deportivo,Marca C,1961.56,40,33,46,Ingeniería,HombreMujer,Buena
Vestido,Dama,Rojo,Formal,Marca B,1675.46,33,42,30,Ingeniería,Hombre,Regular
Otros,Caballero,Amarillo,Casual,Marca B,1779.81,32,21,45,Artes,HombreMujer,Regular
Chaqueta,Caballero,Negro,Casual,Marca A,1687.39,44,13,57,Artes,Mujer,Regular
Otros,Caballero,Azul,Formal,Marca B,1713.95,30,42,39,Educación,Mujer,Mala
Pantalón,Caballero,Verde,Deportivo,Marca C,1217.05,43,27,33,Educación,Mujer,Regular
Vestido,Caballero,Negro,Casual,Marca B,1903.93,31,45,46,Medicina,Mujer,Regular
Otros,Dama,Blanco,Deportivo,Marca A,1570.81,33,28,24,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Dama,Verde,Formal,Marca B,1928.95,28,3,62,Medicina,HombreMujer,Buena
Otros,Dama,Blanco,Deportivo,Marca D,756.01,34,17,69,Ciencias Sociales y Humanidades,HombreMujer,Regular
Camisa,Caballero,Verde,Casual,Marca C,753.52,40,40,22,Ciencias Sociales y Humanidades,Hombre,Mala
Otros,Caballero,Azul,Deportivo,Marca C,1356.61,31,20,39,Medicina,Hombre,Mala
Otros,Caballero,Blanco,Casual,Marca B,1762.61,33,21,40,Ingeniería,HombreMujer,Mala
Falda,Caballero,Blanco,Casual,Marca B,1872.52,34,37,46,Artes,HombreMujer,Mala
Otros,Dama,Rojo,Deportivo,Marca C,1078.67,35,15,59,Ingeniería,Mujer,Regular
Camisa,Caballero,Rojo,Deportivo,Marca D,747.65,33,46,35,Medicina,Hombre,Buena
Otros,Dama,Amarillo,Formal,Marca B,1410.91,30,2,43,Educación,Mujer,Regular
Pantalón,Caballero,Verde,Casual,Marca D,1686.65,37,30,55,Artes,Mujer,Mala
Vestido,Dama,Rojo,Casual,Marca A,1486.8,31,47,64,Artes,Mujer,Regular
Chaqueta,Dama,Negro,Deportivo,Marca B,946.21,39,42,44,Medicina,Mujer,Mala
Falda,Caballero,Azul,Formal,Marca A,1111.24,33,50,19,Ingeniería,HombreMujer,Mala
Falda,Caballero,Azul,Formal,Marca C,1479.55,34,26,25,Educación,Mujer,Regular
Pantalón,Caballero,Verde,Deportivo,Marca D,520.9,32,25,65,Medicina,Hombre,Mala
Chaqueta,Dama,Verde,Deportivo,Marca B,620.68,37,17,70,Medicina,Hombre,Mala
Vestido,Dama,Azul,Formal,Marca C,1510.21,36,13,39,Medicina,Mujer,Mala
Otros,Caballero,Rojo,Deportivo,Marca D,537.56,35,17,26,Ciencias Sociales y Humanidades,HombreMujer,Regular
Falda,Caballero,Negro,Casual,Marca C,1328.75,30,24,41,Medicina,HombreMujer,Regular
Vestido,Caballero,Azul,Formal,Marca B,968.99,37,35,44,Artes,Hombre,Regular
Pantalón,Caballero,Azul,Formal,Marca C,1155.75,34,48,20,Medicina,Hombre,Mala
Pantalón,Dama,Amarillo,Formal,Marca C,1187.17,45,8,56,Ciencias Sociales y Humanidades,HombreMujer,Mala
Otros,Dama,Rojo,Deportivo,Marca D,1295.81,42,37,24,Educación,HombreMujer,Mala
Chaqueta,Caballero,Rojo,Formal,Marca B,510.43,30,11,56,Medicina,HombreMujer,Buena
Falda,Caballero,Negro,Casual,Marca C,1929.69,46,9,30,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Negro,Deportivo,Marca B,1842.83,36,22,23,Medicina,Hombre,Buena
Vestido,Dama,Amarillo,Formal,Marca D,655.27,46,50,36,Ingeniería,HombreMujer,Mala
Camisa,Dama,Azul,Casual,Marca B,1623.16,40,3,31,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Azul,Deportivo,Marca D,997.74,35,50,69,Artes,Mujer,Buena
Otros,Dama,Negro,Formal,Marca A,1125.9,45,33,55,Ingeniería,HombreMujer,Regular
Vestido,Dama,Amarillo,Deportivo,Marca C,1226.27,29,11,34,Medicina,HombreMujer,Mala
Chaqueta,Dama,Blanco,Casual,Marca C,1669.71,29,49,20,Ingeniería,HombreMujer,Regular
Chaqueta,Caballero,Amarillo,Casual,Marca B,1563.14,43,5,48,Ingeniería,Mujer,Mala
Otros,Caballero,Amarillo,Casual,Marca C,763.86,44,23,62,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Caballero,Blanco,Formal,Marca C,799.59,39,31,63,Medicina,Mujer,Regular
Camisa,Dama,Negro,Casual,Marca D,1773.28,42,21,39,Ingeniería,HombreMujer,Buena
Vestido,Caballero,Verde,Deportivo,Marca C,500.74,33,47,49,Educación,Hombre,Buena
Camisa,Caballero,Blanco,Formal,Marca B,1299.49,36,40,35,Ingeniería,Mujer,Buena
Vestido,Dama,Negro,Deportivo,Marca D,1638.58,34,50,59,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Caballero,Rojo,Deportivo,Marca A,945.83,43,42,21,Artes,Hombre,Mala
Falda,Caballero,Verde,Casual,Marca D,1009.79,40,20,58,Ciencias Sociales y Humanidades,Mujer,Regular
Otros,Dama,Blanco,Casual,Marca D,1903.37,32,27,37,Medicina,HombreMujer,Mala
Falda,Caballero,Blanco,Formal,Marca D,985.23,29,0,49,Artes,Hombre,Regular
Chaqueta,Caballero,Amarillo,Deportivo,Marca A,1886.4,40,24,34,Ingeniería,HombreMujer,Mala
Falda,Caballero,Blanco,Formal,Marca D,1306.43,45,16,20,Ciencias Sociales y Humanidades,Hombre,Regular
Vestido,Dama,Verde,Deportivo,Marca B,1746.1,40,15,63,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Verde,Casual,Marca A,1480.05,29,27,25,Artes,HombreMujer,Regular
Vestido,Dama,Verde,Formal,Marca D,1093.47,39,10,23,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Dama,Verde,Deportivo,Marca D,683.63,40,32,25,Medicina,Hombre,Regular
Vestido,Dama,Azul,Formal,Marca A,1608.18,31,37,60,Artes,HombreMujer,Buena
Camisa,Dama,Blanco,Formal,Marca B,1616.83,45,1,62,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Dama,Rojo,Deportivo,Marca D,1340.28,36,37,65,Ciencias Sociales y Humanidades,Hombre,Buena
Otros,Dama,Negro,Formal,Marca B,1044.76,33,28,63,Artes,HombreMujer,Regular
Pantalón,Caballero,Blanco,Formal,Marca B,648.68,28,28,27,Artes,Hombre,Regular
Otros,Caballero,Rojo,Casual,Marca A,732.06,30,37,39,Medicina,Mujer,Mala
Camisa,Dama,Amarillo,Casual,Marca A,1115.81,45,22,65,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Caballero,Verde,Formal,Marca B,1708.79,46,21,26,Educación,HombreMujer,Regular
Falda,Dama,Azul,Deportivo,Marca D,1137.03,38,4,49,Medicina,Mujer,Regular
Chaqueta,Caballero,Amarillo,Formal,Marca D,1870.9,31,19,58,Artes,HombreMujer,Buena
Vestido,Dama,Negro,Casual,Marca D,539.66,35,45,33,Medicina,Hombre,Mala
Falda,Caballero,Azul,Casual,Marca B,1518.54,42,9,36,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Verde,Formal,Marca A,1105.38,43,14,47,Artes,Mujer,Buena
Otros,Dama,Rojo,Casual,Marca C,564.38,29,37,33,Educación,Mujer,Mala
Otros,Caballero,Rojo,Formal,Marca B,1371.02,43,44,18,Educación,Hombre,Regular
Falda,Caballero,Amarillo,Formal,Marca A,1004.64,31,30,69,Ciencias Sociales y Humanidades,HombreMujer,Buena
Otros,Caballero,Azul,Deportivo,Marca A,1156.8,43,23,65,Medicina,Hombre,Mala
Camisa,Caballero,Azul,Deportivo,Marca A,1316.57,45,1,54,Medicina,HombreMujer,Buena
Vestido,Dama,Rojo,Formal,Marca C,885.7,38,22,51,Medicina,Mujer,Buena
Chaqueta,Caballero,Azul,Casual,Marca C,573.46,39,43,67,Artes,HombreMujer,Regular
Vestido,Caballero,Blanco,Deportivo,Marca B,1397.11,28,40,57,Medicina,HombreMujer,Regular
Vestido,Caballero,Negro,Formal,Marca C,1745.63,33,12,65,Ingeniería,HombreMujer,Mala
Pantalón,Dama,Blanco,Deportivo,Marca C,868.92,32,1,65,Artes,Hombre,Regular
Vestido,Caballero,Negro,Deportivo,Marca D,527.18,43,30,38,Educación,Mujer,Mala
Vestido,Caballero,Amarillo,Deportivo,Marca A,1461.39,32,14,59,Medicina,Hombre,Buena
Pantalón,Caballero,Blanco,Formal,Marca C,988.82,36,35,51,Medicina,HombreMujer,Mala
Vestido,Dama,Blanco,Casual,Marca C,618.82,46,7,31,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Caballero,Blanco,Deportivo,Marca A,764.76,40,38,30,Ingeniería,Hombre,Buena
Chaqueta,Dama,Amarillo,Deportivo,Marca C,1647.09,31,46,29,Educación,Hombre,Buena
Otros,Caballero,Blanco,Formal,Marca A,1063.64,32,39,66,Medicina,HombreMujer,Mala
Camisa,Dama,Rojo,Formal,Marca D,1822.8,37,1,26,Medicina,Mujer,Regular
Camisa,Caballero,Azul,Deportivo,Marca C,889.99,41,38,28,Medicina,Mujer,Mala
Falda,Caballero,Amarillo,Casual,Marca A,956.87,28,31,33,Educación,HombreMujer,Regular
Falda,Caballero,Blanco,Casual,Marca B,1031.8,45,43,44,Ciencias Sociales y Humanidades,HombreMujer,Mala
Vestido,Dama,Negro,Casual,Marca B,764.34,33,21,48,Ciencias Sociales y Humanidades,Mujer,Buena
Camisa,Caballero,Blanco,Casual,Marca C,1760.73,35,24,56,Ingeniería,HombreMujer,Buena
Chaqueta,Caballero,Azul,Formal,Marca B,1010.5,31,5,19,Artes,Hombre,Mala
Falda,Caballero,Verde,Deportivo,Marca A,1249.29,40,17,70,Educación,Hombre,Regular
Chaqueta,Caballero,Verde,Formal,Marca D,1235.95,46,44,50,Artes,Mujer,Regular
Vestido,Dama,Amarillo,Casual,Marca D,1241.1,41,1,24,Medicina,HombreMujer,Mala
Vestido,Dama,Amarillo,Formal,Marca D,1274.02,31,44,47,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Caballero,Amarillo,Deportivo,Marca B,1614.71,35,32,22,Artes,HombreMujer,Regular
Falda,Caballero,Amarillo,Casual,Marca D,1762.53,43,8,51,Artes,Mujer,Buena
Otros,Caballero,Amarillo,Deportivo,Marca A,1160.37,34,40,65,Artes,Hombre,Regular
Otros,Dama,Negro,Deportivo,Marca B,791.17,34,37,22,Educación,Mujer,Regular
Vestido,Dama,Azul,Casual,Marca C,1225.15,40,39,60,Ingeniería,Hombre,Regular
Pantalón,Dama,Verde,Casual,Marca C,666.61,37,33,18,Artes,Mujer,Regular
Vestido,Caballero,Azul,Deportivo,Marca C,1330.7,29,10,45,Artes,HombreMujer,Buena
Vestido,Caballero,Negro,Formal,Marca B,563.05,42,35,18,Ingeniería,Hombre,Regular
Otros,Dama,Verde,Deportivo,Marca C,1691.53,37,2,63,Educación,HombreMujer,Mala
Vestido,Dama,Rojo,Deportivo,Marca D,1050.9,45,22,61,Medicina,HombreMujer,Buena
Vestido,Dama,Blanco,Casual,Marca B,1746.74,34,28,26,Medicina,HombreMujer,Mala
Falda,Dama,Amarillo,Formal,Marca A,504.0,28,40,40,Ciencias Sociales y Humanidades,HombreMujer,Buena
Otros,Caballero,Rojo,Casual,Marca B,1484.19,34,10,60,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Dama,Rojo,Casual,Marca B,1931.35,40,38,51,Ingeniería,Hombre,Buena
Falda,Caballero,Azul,Casual,Marca B,1494.31,43,14,63,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca B,1089.09,33,22,21,Educación,Hombre,Buena
Falda,Caballero,Blanco,Casual,Marca B,1153.79,46,30,41,Artes,Mujer,Buena
Camisa,Dama,Azul,Casual,Marca B,1417.15,29,24,49,Educación,HombreMujer,Buena
Camisa,Dama,Rojo,Casual,Marca A,786.66,40,10,42,Medicina,Mujer,Mala
Pantalón,Dama,Azul,Deportivo,Marca C,661.64,35,48,43,Educación,HombreMujer,Mala
Chaqueta,Caballero,Blanco,Casual,Marca A,1703.9,30,17,36,Ciencias Sociales y Humanidades,HombreMujer,Regular
Otros,Caballero,Blanco,Formal,Marca C,1787.14,29,27,41,Medicina,Hombre,Regular
Falda,Dama,Amarillo,Deportivo,Marca D,1723.49,30,46,63,Educación,HombreMujer,Mala
Camisa,Dama,Amarillo,Casual,Marca B,784.5,40,30,45,Artes,Mujer,Mala
Vestido,Dama,Negro,Deportivo,Marca C,1857.91,44,16,33,Educación,HombreMujer,Buena
Chaqueta,Caballero,Negro,Deportivo,Marca D,778.15,37,21,38,Artes,Hombre,Mala
Pantalón,Caballero,Blanco,Deportivo,Marca B,1002.79,31,28,58,Medicina,Hombre,Buena
Otros,Caballero,Rojo,Casual,Marca B,1962.9,43,50,55,Educación,HombreMujer,Buena
Falda,Dama,Blanco,Formal,Marca C,1299.67,38,38,68,Ingeniería,Mujer,Buena
Falda,Caballero,Blanco,Deportivo,Marca A,1696.96,46,6,28,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Dama,Azul,Casual,Marca C,1834.98,31,13,65,Medicina,Hombre,Mala
Pantalón,Dama,Negro,Deportivo,Marca A,1655.27,32,46,69,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Amarillo,Casual,Marca D,708.14,35,11,23,Artes,HombreMujer,Mala
Chaqueta,Caballero,Amarillo,Formal,Marca D,1278.41,31,18,60,Medicina,Mujer,Regular
Camisa,Dama,Rojo,Casual,Marca D,1027.73,42,20,49,Ingeniería,Hombre,Mala
Pantalón,Dama,Rojo,Formal,Marca C,1265.32,44,26,43,Medicina,HombreMujer,Regular
Otros,Caballero,Negro,Deportivo,Marca A,1811.98,35,33,64,Medicina,Hombre,Regular
Otros,Dama,Amarillo,Deportivo,Marca A,1339.53,45,42,33,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Caballero,Rojo,Formal,Marca A,1599.24,32,3,47,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Azul,Deportivo,Marca D,1053.64,41,41,42,Educación,HombreMujer,Mala
Pantalón,Caballero,Blanco,Formal,Marca A,1405.37,33,16,54,Medicina,Hombre,Regular
Camisa,Caballero,Verde,Deportivo,Marca C,1273.56,32,31,20,Educación,Hombre,Mala
Camisa,Caballero,Amarillo,Formal,Marca D,1485.88,36,41,43,Medicina,HombreMujer,Regular
Camisa,Caballero,Blanco,Formal,Marca C,1937.29,28,47,23,Artes,Mujer,Regular
Otros,Dama,Verde,Casual,Marca D,1674.4,36,29,40,Ingeniería,Hombre,Regular
Otros,Caballero,Rojo,Casual,Marca A,595.09,43,22,64,Artes,HombreMujer,Regular
Camisa,Dama,Negro,Deportivo,Marca C,663.26,28,20,48,Educación,HombreMujer,Mala
Pantalón,Dama,Azul,Casual,Marca D,1300.28,45,1,43,Ingeniería,Hombre,Mala
Falda,Dama,Negro,Casual,Marca B,904.9,32,29,45,Educación,Mujer,Buena
Falda,Caballero,Azul,Formal,Marca B,1670.21,34,11,64,Ciencias Sociales y Humanidades,HombreMujer,Regular
Pantalón,Dama,Rojo,Formal,Marca D,963.03,40,7,44,Educación,Hombre,Mala
Otros,Dama,Negro,Casual,Marca C,1988.79,45,43,48,Artes,Hombre,Mala
Pantalón,Caballero,Rojo,Formal,Marca B,1228.38,44,14,43,Ciencias Sociales y Humanidades,Hombre,Regular
Falda,Caballero,Verde,Casual,Marca D,1791.25,33,10,53,Ingeniería,Mujer,Buena
Pantalón,Caballero,Rojo,Formal,Marca A,1765.6,35,21,18,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Caballero,Blanco,Casual,Marca C,1635.69,43,16,50,Ciencias Sociales y Humanidades,Hombre,Buena
Falda,Dama,Rojo,Casual,Marca A,1878.3,45,0,62,Educación,Mujer,Regular
Vestido,Caballero,Negro,Casual,Marca A,1495.32,37,1,51,Medicina,Mujer,Buena
